id,name,tag,url,rank,tier,ranked_rating,damage_per_round,kd_ratio,headshot_percent,win_percent,wins,kast,dd_per_round,kills,deaths,assists,acs,kad_ratio,kills_per_round,first_bloods,flawless_rounds,aces
589,Malb,#OXG,https://tracker.gg/valorant/profile/riot/Malb%23OXG/overview,624,Immortal,395,148.5,1.04,0.318,0.498,151.0,0.718,3.0,5087.0,4913.0,1828.0,226.9,1.41,0.8,618.0,198.0,12.0
590,faint,#crls,https://tracker.gg/valorant/profile/riot/faint%23crls/overview,625,Immortal,395,146.0,1.03,0.266,0.5,116.0,0.708,6.0,3772.0,3673.0,1189.0,218.7,1.35,0.8,555.0,188.0,3.0
591,Baby Z,#AnnaR,https://tracker.gg/valorant/profile/riot/Baby%20Z%23AnnaR/overview,626,Immortal,395,155.6,1.22,0.1969999999999999,0.498,199.0,0.736,18.0,6993.0,5748.0,1863.0,236.1,1.54,0.8,938.0,333.0,14.0
592,kvle,#ann,https://tracker.gg/valorant/profile/riot/kvle%23ann/overview,627,Immortal,393,127.5,0.96,0.293,0.523,91.0,0.711,-3.0,2452.0,2561.0,967.0,190.3,1.34,0.7,237.0,128.0,3.0
593,Happyrabbit47,#MIZ,https://tracker.gg/valorant/profile/riot/Happyrabbit47%23MIZ/overview,628,Immortal,392,143.3,1.04,0.412,0.442,34.0,0.688,3.0,1281.0,1231.0,306.0,216.0,1.29,0.8,187.0,59.0,1.0
594,bog,#wog,https://tracker.gg/valorant/profile/riot/bog%23wog/overview,629,Immortal,392,136.9,1.0,0.223,0.578,96.0,0.727,1.0,2539.0,2545.0,1070.0,208.2,1.42,0.7,288.0,126.0,3.0
595,kingg,#kong,https://tracker.gg/valorant/profile/riot/kingg%23kong/overview,630,Immortal,391,149.1,1.16,0.237,0.593,35.0,0.7509999999999999,16.0,1017.0,873.0,353.0,227.2,1.57,0.8,135.0,63.0,0.0
596,swodahs,#999,https://tracker.gg/valorant/profile/riot/swodahs%23999/overview,631,Immortal,391,129.6,0.98,0.287,0.497,87.0,0.7340000000000001,-1.0,2523.0,2565.0,1170.0,196.0,1.44,0.7,209.0,145.0,0.0
597,s1n,#meh,https://tracker.gg/valorant/profile/riot/s1n%23meh/overview,632,Immortal,391,147.9,1.07,0.317,0.55,183.0,0.728,6.0,5471.0,5131.0,1798.0,223.2,1.42,0.8,724.0,269.0,8.0
598,VolcaN,#VLCN,https://tracker.gg/valorant/profile/riot/VolcaN%23VLCN/overview,633,Immortal,390,147.3,1.04,0.278,0.5529999999999999,42.0,0.721,9.0,1280.0,1235.0,396.0,218.3,1.36,0.8,163.0,67.0,1.0
599,Silency,#wesh,https://tracker.gg/valorant/profile/riot/Silency%23wesh/overview,634,Immortal,390,143.8,1.01,0.243,0.585,69.0,0.7140000000000001,2.0,1890.0,1876.0,750.0,213.3,1.41,0.7,210.0,90.0,1.0
600,bsmooth,#ggs,https://tracker.gg/valorant/profile/riot/bsmooth%23ggs/overview,635,Immortal,389,153.6,1.19,0.312,0.5489999999999999,62.0,0.745,22.0,1938.0,1625.0,569.0,230.6,1.54,0.8,212.0,77.0,2.0
601,NRG Marved,#ICE,https://tracker.gg/valorant/profile/riot/NRG%20Marved%23ICE/overview,636,Immortal,388,144.9,1.06,0.304,0.5,39.0,0.733,13.0,1277.0,1201.0,475.0,213.9,1.46,0.8,160.0,56.0,1.0
602,Rawkus,#1337,https://tracker.gg/valorant/profile/riot/Rawkus%231337/overview,637,Immortal,388,141.7,1.06,0.28,0.488,59.0,0.718,9.0,1941.0,1825.0,688.0,214.2,1.44,0.7,204.0,87.0,3.0
603,saizen,#9999,https://tracker.gg/valorant/profile/riot/saizen%239999/overview,638,Immortal,388,131.3,0.96,0.314,0.551,81.0,0.74,2.0,2078.0,2173.0,1008.0,196.6,1.42,0.7,240.0,113.0,2.0
604,CZ Huss,#FPS,https://tracker.gg/valorant/profile/riot/CZ%20Huss%23FPS/overview,639,Immortal,387,138.0,0.98,0.258,0.477,72.0,0.696,-1.0,2258.0,2302.0,661.0,210.4,1.27,0.7,414.0,117.0,2.0
605,XXXMKO Âº,#21061,https://tracker.gg/valorant/profile/riot/XXXMKO%20%C2%BA%2321061/overview,640,Immortal,387,142.7,1.03,0.324,0.52,116.0,0.7,5.0,3600.0,3499.0,858.0,212.1,1.27,0.8,507.0,187.0,3.0
606,Sharp,#7943,https://tracker.gg/valorant/profile/riot/Sharp%237943/overview,641,Immortal,387,152.8,1.14,0.222,0.654,68.0,0.7390000000000001,17.0,1813.0,1597.0,692.0,232.8,1.57,0.8,239.0,86.0,3.0
607,FixMyMommyIssues,#2006,https://tracker.gg/valorant/profile/riot/FixMyMommyIssues%232006/overview,642,Immortal,386,141.2,0.97,0.314,0.457,48.0,0.6859999999999999,-5.0,1686.0,1742.0,384.0,214.1,1.19,0.8,285.0,71.0,4.0
608,tesaw,#808,https://tracker.gg/valorant/profile/riot/tesaw%23808/overview,644,Immortal,386,131.0,1.1,0.302,0.579,99.0,0.742,8.0,2541.0,2306.0,1042.0,196.4,1.55,0.7,196.0,135.0,5.0
609,Scottie,#victm,https://tracker.gg/valorant/profile/riot/Scottie%23victm/overview,645,Immortal,385,142.4,1.08,0.312,0.479,93.0,0.725,12.0,3136.0,2906.0,986.0,214.8,1.42,0.8,392.0,152.0,4.0
610,dazaii,#dxb,https://tracker.gg/valorant/profile/riot/dazaii%23dxb/overview,646,Immortal,385,149.4,1.11,0.283,0.588,40.0,0.713,12.0,1182.0,1066.0,299.0,228.1,1.39,0.8,187.0,57.0,2.0
611,NMSRLM,#1913,https://tracker.gg/valorant/profile/riot/NMSRLM%231913/overview,647,Immortal,385,144.8,1.16,0.381,0.522,108.0,0.732,18.0,3449.0,2975.0,889.0,218.0,1.46,0.8,422.0,160.0,12.0
612,ihateworm,#TIA,https://tracker.gg/valorant/profile/riot/ihateworm%23TIA/overview,648,Immortal,385,152.8,1.16,0.185,0.519,148.0,0.746,23.0,4881.0,4194.0,1526.0,233.7,1.53,0.8,599.0,223.0,7.0
613,Kimbo,#6901,https://tracker.gg/valorant/profile/riot/Kimbo%236901/overview,649,Immortal,384,168.3,1.23,0.325,0.5760000000000001,98.0,0.7240000000000001,26.0,3135.0,2550.0,601.0,252.2,1.47,0.9,552.0,145.0,6.0
614,dip,#618,https://tracker.gg/valorant/profile/riot/dip%23618/overview,650,Immortal,384,170.9,1.37,0.265,0.604,58.0,0.7659999999999999,38.0,1878.0,1369.0,493.0,263.0,1.73,0.9,283.0,84.0,4.0
615,LOUD Less,#LLL,https://tracker.gg/valorant/profile/riot/LOUD%20Less%23LLL/overview,651,Immortal,383,159.4,1.27,0.336,0.643,27.0,0.726,33.0,783.0,616.0,177.0,241.2,1.56,0.9,87.0,47.0,2.0
616,cameren,#tsuya,https://tracker.gg/valorant/profile/riot/cameren%23tsuya/overview,652,Immortal,383,161.7,1.07,0.183,0.557,34.0,0.736,9.0,1068.0,1002.0,371.0,245.1,1.44,0.8,188.0,47.0,3.0
617,kerrett,#belle,https://tracker.gg/valorant/profile/riot/kerrett%23belle/overview,654,Immortal,383,157.1,1.1,0.295,0.479,92.0,0.705,14.0,3243.0,2952.0,774.0,232.7,1.36,0.8,503.0,155.0,6.0
618,Orban,#000,https://tracker.gg/valorant/profile/riot/Orban%23000/overview,655,Immortal,383,145.7,1.13,0.264,0.642,61.0,0.74,8.0,1592.0,1412.0,530.0,225.0,1.5,0.8,189.0,107.0,4.0
619,MXS oderus,#nsic,https://tracker.gg/valorant/profile/riot/MXS%20oderus%23nsic/overview,656,Immortal,382,144.8,1.09,0.3829999999999999,0.516,33.0,0.703,12.0,1054.0,964.0,260.0,218.6,1.36,0.8,135.0,60.0,0.0
620,chaewon,#chsoi,https://tracker.gg/valorant/profile/riot/chaewon%23chsoi/overview,657,Immortal,382,145.1,1.01,0.332,0.4579999999999999,76.0,0.6940000000000001,-1.0,2771.0,2742.0,624.0,219.0,1.24,0.8,451.0,121.0,5.0
621,TRACSTER,#CLB,https://tracker.gg/valorant/profile/riot/TRACSTER%23CLB/overview,658,Immortal,382,147.8,1.03,0.259,0.509,59.0,0.6940000000000001,1.0,1881.0,1829.0,536.0,225.7,1.32,0.8,344.0,88.0,5.0
622,Kenjaku,#RENTP,https://tracker.gg/valorant/profile/riot/Kenjaku%23RENTP/overview,659,Immortal,382,152.5,1.06,0.435,0.525,139.0,0.696,4.0,4669.0,4385.0,1181.0,233.6,1.33,0.8,904.0,221.0,14.0
623,nitero1,#the1,https://tracker.gg/valorant/profile/riot/nitero1%23the1/overview,660,Immortal,382,148.6,1.15,0.263,0.639,62.0,0.742,8.0,1638.0,1430.0,577.0,225.9,1.55,0.8,185.0,89.0,2.0
624,Hornet,#AiM,https://tracker.gg/valorant/profile/riot/Hornet%23AiM/overview,661,Immortal,381,140.0,1.0,0.278,0.477,137.0,0.6970000000000001,-0.0,4482.0,4498.0,1371.0,210.3,1.3,0.7,718.0,221.0,9.0
625,Dire,#OwO,https://tracker.gg/valorant/profile/riot/Dire%23OwO/overview,662,Immortal,380,123.1,0.89,0.185,0.473,151.0,0.726,-9.0,4268.0,4778.0,2478.0,187.8,1.41,0.6,435.0,229.0,1.0
626,Pokechamp1375,#2889,https://tracker.gg/valorant/profile/riot/Pokechamp1375%232889/overview,663,Immortal,380,137.8,0.93,0.27,0.49,123.0,0.6759999999999999,-9.0,3784.0,4088.0,1292.0,209.9,1.24,0.7,616.0,198.0,8.0
627,gilee,#BiH,https://tracker.gg/valorant/profile/riot/gilee%23BiH/overview,664,Immortal,379,136.7,0.89,0.241,0.447,105.0,0.685,-8.0,3428.0,3853.0,1517.0,206.3,1.28,0.7,468.0,147.0,5.0
628,Simplehy,#taco,https://tracker.gg/valorant/profile/riot/Simplehy%23taco/overview,665,Immortal,378,142.1,1.08,0.301,0.529,72.0,0.727,9.0,2181.0,2025.0,697.0,214.7,1.42,0.8,283.0,112.0,5.0
629,TTV Murked,#FOTY,https://tracker.gg/valorant/profile/riot/TTV%20Murked%23FOTY/overview,666,Immortal,377,142.8,0.95,0.3429999999999999,0.4429999999999999,70.0,0.696,0.0,2543.0,2678.0,1004.0,215.8,1.32,0.7,385.0,105.0,6.0
630,rich,#bri,https://tracker.gg/valorant/profile/riot/rich%23bri/overview,667,Immortal,377,132.1,0.93,0.244,0.471,56.0,0.7120000000000001,-2.0,1718.0,1841.0,860.0,198.1,1.4,0.7,195.0,73.0,2.0
631,messy,#777,https://tracker.gg/valorant/profile/riot/messy%23777/overview,668,Immortal,377,140.1,1.01,0.297,0.534,135.0,0.7040000000000001,4.0,3933.0,3913.0,1195.0,208.9,1.31,0.7,782.0,213.0,10.0
632,NRG Ethan,#FARM,https://tracker.gg/valorant/profile/riot/NRG%20Ethan%23FARM/overview,669,Immortal,377,168.7,1.35,0.249,0.5579999999999999,43.0,0.7759999999999999,41.0,1481.0,1094.0,698.0,259.8,1.99,0.9,164.0,67.0,3.0
633,AssaultFrosty,#TTV,https://tracker.gg/valorant/profile/riot/AssaultFrosty%23TTV/overview,670,Immortal,376,133.8,0.97,0.283,0.4529999999999999,53.0,0.6920000000000001,2.0,1718.0,1776.0,493.0,199.9,1.24,0.7,200.0,91.0,3.0
634,CAREER TTV,#6FT5,https://tracker.gg/valorant/profile/riot/CAREER%20TTV%236FT5/overview,671,Immortal,376,131.9,0.99,0.303,0.4579999999999999,185.0,0.711,1.0,5818.0,5903.0,1865.0,196.2,1.3,0.7,634.0,294.0,6.0
635,ikuTa,#yunji,https://tracker.gg/valorant/profile/riot/ikuTa%23yunji/overview,672,Immortal,376,173.3,1.27,0.32,0.6409999999999999,66.0,0.758,37.0,1965.0,1543.0,523.0,258.1,1.61,0.9,344.0,99.0,4.0
636,D5 TMC Daazo,#Art,https://tracker.gg/valorant/profile/riot/D5%20TMC%20Daazo%23Art/overview,673,Immortal,375,169.9,1.24,0.4679999999999999,0.517,75.0,0.7190000000000001,23.0,2931.0,2357.0,350.0,261.2,1.39,0.9,532.0,108.0,7.0
637,Snippy,#FPS,https://tracker.gg/valorant/profile/riot/Snippy%23FPS/overview,674,Immortal,375,149.7,1.15,0.267,0.528,75.0,0.733,13.0,2422.0,2107.0,741.0,228.3,1.5,0.8,339.0,106.0,5.0
638,aia,#ale,https://tracker.gg/valorant/profile/riot/aia%23ale/overview,675,Immortal,375,137.9,0.94,0.348,0.508,97.0,0.682,-4.0,2842.0,3017.0,925.0,206.7,1.25,0.7,482.0,134.0,3.0
639,Sha,#Dob,https://tracker.gg/valorant/profile/riot/Sha%23Dob/overview,676,Immortal,375,142.5,1.02,0.245,0.522,109.0,0.718,3.0,3269.0,3212.0,1097.0,211.0,1.36,0.7,459.0,167.0,3.0
640,spoof,#star,https://tracker.gg/valorant/profile/riot/spoof%23star/overview,677,Immortal,374,162.6,1.17,0.284,0.586,34.0,0.721,18.0,1057.0,902.0,253.0,243.7,1.45,0.9,188.0,58.0,2.0
641,shawz,#000,https://tracker.gg/valorant/profile/riot/shawz%23000/overview,678,Immortal,374,148.3,1.1,0.268,0.529,198.0,0.732,9.0,6305.0,5734.0,2084.0,227.3,1.46,0.8,949.0,293.0,15.0
642,kAn9,#ann,https://tracker.gg/valorant/profile/riot/kAn9%23ann/overview,679,Immortal,374,144.7,1.12,0.316,0.583,98.0,0.754,16.0,2741.0,2438.0,1180.0,218.1,1.61,0.8,278.0,143.0,1.0
643,tonehoe,#atm,https://tracker.gg/valorant/profile/riot/tonehoe%23atm/overview,680,Immortal,373,124.7,0.97,0.312,0.461,47.0,0.721,-3.0,1451.0,1489.0,611.0,186.0,1.38,0.7,123.0,70.0,0.0
644,Abraha,#777,https://tracker.gg/valorant/profile/riot/Abraha%23777/overview,681,Immortal,373,172.8,1.35,0.252,0.6,72.0,0.741,39.0,2368.0,1760.0,473.0,261.9,1.61,0.9,357.0,108.0,5.0
645,Janoã,#5158,https://tracker.gg/valorant/profile/riot/Jano%E3%83%84%235158/overview,682,Immortal,372,130.4,0.98,0.291,0.507,75.0,0.701,-0.0,2113.0,2156.0,723.0,194.5,1.32,0.7,259.0,98.0,0.0
646,zeez,#baka,https://tracker.gg/valorant/profile/riot/zeez%23baka/overview,683,Immortal,372,156.3,1.1,0.284,0.5329999999999999,112.0,0.725,8.0,3754.0,3411.0,989.0,240.1,1.39,0.8,675.0,186.0,11.0
647,LEV tex,#sofia,https://tracker.gg/valorant/profile/riot/LEV%20tex%23sofia/overview,684,Immortal,371,162.6,1.27,0.372,0.493,36.0,0.7070000000000001,31.0,1354.0,1067.0,270.0,246.3,1.52,0.9,232.0,67.0,4.0
648,kulla,#ongod,https://tracker.gg/valorant/profile/riot/kulla%23ongod/overview,685,Immortal,371,145.1,1.02,0.252,0.512,105.0,0.7170000000000001,6.0,3274.0,3214.0,1080.0,215.4,1.35,0.7,482.0,149.0,1.0
649,hi hey hello,#ggwp,https://tracker.gg/valorant/profile/riot/hi%20hey%20hello%23ggwp/overview,686,Immortal,371,152.2,1.08,0.278,0.475,126.0,0.723,1.0,4545.0,4191.0,1386.0,225.9,1.42,0.8,535.0,190.0,11.0
650,viet lebron,#lyn,https://tracker.gg/valorant/profile/riot/viet%20lebron%23lyn/overview,687,Immortal,371,161.9,1.12,0.306,0.524,122.0,0.72,20.0,4111.0,3661.0,1069.0,240.0,1.41,0.8,610.0,179.0,9.0
651,Bartholomew1,#help,https://tracker.gg/valorant/profile/riot/Bartholomew1%23help/overview,688,Immortal,371,127.9,0.95,0.231,0.575,77.0,0.7190000000000001,-7.0,1871.0,1966.0,836.0,192.8,1.38,0.7,199.0,130.0,0.0
652,happy,#CS8,https://tracker.gg/valorant/profile/riot/happy%23CS8/overview,689,Immortal,370,139.0,1.05,0.252,0.551,43.0,0.7440000000000001,9.0,1244.0,1182.0,492.0,207.7,1.47,0.7,142.0,62.0,2.0
653,anniversary,#chris,https://tracker.gg/valorant/profile/riot/anniversary%23chris/overview,690,Immortal,370,135.7,1.04,0.212,0.5329999999999999,122.0,0.6920000000000001,3.0,3521.0,3383.0,1264.0,208.2,1.41,0.7,499.0,182.0,3.0
654,COOCHIE KITTEN,#meow,https://tracker.gg/valorant/profile/riot/COOCHIE%20KITTEN%23meow/overview,691,Immortal,369,147.9,1.13,0.297,0.527,137.0,0.7190000000000001,7.0,4419.0,3901.0,1106.0,223.5,1.42,0.8,523.0,191.0,7.0
655,PickleSniffer84,#Pit,https://tracker.gg/valorant/profile/riot/PickleSniffer84%23Pit/overview,692,Immortal,369,151.9,1.05,0.214,0.511,188.0,0.6859999999999999,13.0,6137.0,5829.0,1622.0,229.5,1.33,0.8,1062.0,283.0,19.0
656,Rykinn,#Boba,https://tracker.gg/valorant/profile/riot/Rykinn%23Boba/overview,693,Immortal,368,125.1,1.0,0.213,0.5,46.0,0.753,-0.0,1314.0,1316.0,535.0,190.2,1.41,0.7,89.0,73.0,1.0
657,RegalConqueror37,#1999,https://tracker.gg/valorant/profile/riot/RegalConqueror37%231999/overview,694,Immortal,368,133.0,1.01,0.286,0.478,55.0,0.7170000000000001,-1.0,1745.0,1721.0,584.0,199.5,1.35,0.7,212.0,80.0,2.0
658,ObeseHippo311,#20201,https://tracker.gg/valorant/profile/riot/ObeseHippo311%2320201/overview,695,Immortal,368,163.3,1.2,0.25,0.5,177.0,0.727,18.0,6680.0,5585.0,1738.0,250.4,1.51,0.9,843.0,291.0,11.0
659,PERCZILLA,#DRAGO,https://tracker.gg/valorant/profile/riot/PERCZILLA%23DRAGO/overview,696,Immortal,368,127.7,0.93,0.303,0.4539999999999999,83.0,0.708,-13.0,2643.0,2850.0,980.0,195.0,1.27,0.7,311.0,112.0,2.0
660,lust,#OmE,https://tracker.gg/valorant/profile/riot/lust%23OmE/overview,697,Immortal,368,171.1,1.26,0.33,0.607,51.0,0.725,28.0,1651.0,1314.0,333.0,260.8,1.51,0.9,319.0,65.0,6.0
661,LFT Buzzd,#1723,https://tracker.gg/valorant/profile/riot/LFT%20Buzzd%231723/overview,698,Immortal,368,148.2,1.05,0.296,0.5589999999999999,90.0,0.725,7.0,2681.0,2544.0,882.0,225.2,1.4,0.8,431.0,108.0,9.0
662,kajsiab,#eyan,https://tracker.gg/valorant/profile/riot/kajsiab%23eyan/overview,699,Immortal,367,168.8,1.2,0.43,0.472,34.0,0.725,31.0,1334.0,1116.0,342.0,250.2,1.5,0.9,218.0,59.0,5.0
663,NAMI,#SorGS,https://tracker.gg/valorant/profile/riot/NAMI%23SorGS/overview,700,Immortal,367,143.3,1.01,0.301,0.48,85.0,0.705,2.0,2838.0,2797.0,731.0,216.5,1.28,0.8,464.0,124.0,4.0
664,bum,#cheez,https://tracker.gg/valorant/profile/riot/bum%23cheez/overview,701,Immortal,367,149.2,1.05,0.252,0.504,68.0,0.723,10.0,2148.0,2042.0,675.0,222.3,1.38,0.8,381.0,84.0,1.0
665,MTI yulov,#imhim,https://tracker.gg/valorant/profile/riot/MTI%20yulov%23imhim/overview,702,Immortal,367,127.3,0.93,0.321,0.527,79.0,0.7120000000000001,-8.0,2080.0,2225.0,931.0,191.1,1.35,0.7,267.0,102.0,2.0
666,gr1m,#kate,https://tracker.gg/valorant/profile/riot/gr1m%23kate/overview,703,Immortal,367,152.3,1.2,0.366,0.637,51.0,0.758,22.0,1393.0,1158.0,426.0,228.9,1.57,0.8,156.0,72.0,3.0
667,SPIRE Leone,#rat,https://tracker.gg/valorant/profile/riot/SPIRE%20Leone%23rat/overview,704,Immortal,367,124.5,0.95,0.262,0.573,67.0,0.727,-9.0,1673.0,1759.0,697.0,188.0,1.35,0.7,159.0,94.0,1.0
668,TopG,#Time,https://tracker.gg/valorant/profile/riot/TopG%23Time/overview,705,Immortal,366,130.1,0.98,0.293,0.472,60.0,0.72,-1.0,1825.0,1871.0,763.0,192.7,1.38,0.7,177.0,99.0,3.0
669,TwitchTobitot0s0,#PONTV,https://tracker.gg/valorant/profile/riot/TwitchTobitot0s0%23PONTV/overview,706,Immortal,366,133.9,0.98,0.204,0.435,81.0,0.6970000000000001,-9.0,2841.0,2906.0,977.0,210.6,1.31,0.7,434.0,136.0,2.0
670,scarn,#3DWN,https://tracker.gg/valorant/profile/riot/scarn%233DWN/overview,708,Immortal,365,179.2,1.32,0.326,0.541,33.0,0.728,40.0,1278.0,970.0,290.0,273.8,1.62,1.0,208.0,51.0,4.0
671,ArlÃ¸,#Mood,https://tracker.gg/valorant/profile/riot/Arl%C3%B8%23Mood/overview,709,Immortal,365,119.6,0.89,0.248,0.436,65.0,0.722,-17.0,2019.0,2266.0,1309.0,187.1,1.47,0.6,209.0,129.0,1.0
672,imsofine69,#420,https://tracker.gg/valorant/profile/riot/imsofine69%23420/overview,710,Immortal,365,142.9,1.03,0.265,0.512,88.0,0.7020000000000001,11.0,2587.0,2512.0,829.0,213.7,1.36,0.7,323.0,117.0,3.0
673,COINS1K,#GHOST,https://tracker.gg/valorant/profile/riot/COINS1K%23GHOST/overview,711,Immortal,365,124.4,0.87,0.253,0.54,74.0,0.69,-13.0,1864.0,2134.0,892.0,186.6,1.29,0.6,228.0,123.0,1.0
674,glyph,#XLVII,https://tracker.gg/valorant/profile/riot/glyph%23XLVII/overview,712,Immortal,364,156.5,1.07,0.26,0.477,31.0,0.7040000000000001,14.0,1114.0,1046.0,331.0,240.1,1.38,0.8,215.0,35.0,2.0
675,CG GrimR,#BARLY,https://tracker.gg/valorant/profile/riot/CG%20GrimR%23BARLY/overview,714,Immortal,364,133.4,1.02,0.241,0.557,49.0,0.73,6.0,1305.0,1275.0,515.0,200.1,1.43,0.7,136.0,57.0,1.0
676,Juul Trooper,#CHELS,https://tracker.gg/valorant/profile/riot/Juul%20Trooper%23CHELS/overview,715,Immortal,364,134.2,0.96,0.263,0.5,86.0,0.6990000000000001,-5.0,2495.0,2608.0,956.0,200.9,1.32,0.7,338.0,134.0,1.0
677,ellzzihsoJ,#faith,https://tracker.gg/valorant/profile/riot/ellzzihsoJ%23faith/overview,716,Immortal,364,140.6,1.05,0.303,0.578,59.0,0.7190000000000001,8.0,1606.0,1523.0,692.0,208.3,1.51,0.7,165.0,80.0,0.0
678,RYKER,#ZERO,https://tracker.gg/valorant/profile/riot/RYKER%23ZERO/overview,717,Immortal,363,182.8,1.27,0.273,0.4589999999999999,62.0,0.74,42.0,2685.0,2112.0,513.0,270.9,1.51,0.9,470.0,109.0,2.0
679,GlxyVrtx,#MVP,https://tracker.gg/valorant/profile/riot/GlxyVrtx%23MVP/overview,718,Immortal,363,128.4,0.9,0.263,0.475,113.0,0.69,-11.0,3405.0,3770.0,1296.0,191.9,1.25,0.7,440.0,177.0,1.0
680,WASTER,#302,https://tracker.gg/valorant/profile/riot/WASTER%23302/overview,719,Immortal,363,153.4,1.16,0.327,0.5870000000000001,128.0,0.748,18.0,3750.0,3227.0,1522.0,232.7,1.63,0.8,418.0,200.0,4.0
681,wow,#wrist,https://tracker.gg/valorant/profile/riot/wow%23wrist/overview,720,Immortal,362,130.9,1.04,0.298,0.476,49.0,0.6940000000000001,2.0,1585.0,1528.0,433.0,199.0,1.32,0.7,185.0,87.0,3.0
682,z1a,#3524,https://tracker.gg/valorant/profile/riot/z1a%233524/overview,721,Immortal,362,133.9,0.97,0.22,0.5,84.0,0.721,3.0,2408.0,2488.0,1031.0,197.5,1.38,0.7,283.0,120.0,2.0
683,melya,#jorny,https://tracker.gg/valorant/profile/riot/melya%23jorny/overview,722,Immortal,362,163.2,1.27,0.289,0.594,76.0,0.7509999999999999,28.0,2367.0,1862.0,655.0,243.6,1.62,0.9,247.0,90.0,13.0
684,decipter,#4GPA,https://tracker.gg/valorant/profile/riot/decipter%234GPA/overview,723,Immortal,362,139.3,1.1,0.285,0.583,81.0,0.727,8.0,2222.0,2028.0,649.0,213.8,1.42,0.8,341.0,125.0,4.0
685,John S Pemberton,#COLA,https://tracker.gg/valorant/profile/riot/John%20S%20Pemberton%23COLA/overview,724,Immortal,361,131.3,0.93,0.257,0.564,53.0,0.735,-5.0,1310.0,1414.0,647.0,197.2,1.38,0.7,142.0,79.0,0.0
686,BPC Limp,#frox,https://tracker.gg/valorant/profile/riot/BPC%20Limp%23frox/overview,725,Immortal,361,137.8,0.98,0.2689999999999999,0.496,122.0,0.725,1.0,3682.0,3759.0,1546.0,205.5,1.39,0.7,390.0,173.0,4.0
687,nico,#stuck,https://tracker.gg/valorant/profile/riot/nico%23stuck/overview,726,Immortal,361,154.8,1.1,0.406,0.51,175.0,0.71,10.0,6109.0,5568.0,1104.0,231.7,1.3,0.8,902.0,283.0,13.0
688,Vaz,#rip,https://tracker.gg/valorant/profile/riot/Vaz%23rip/overview,727,Immortal,361,138.6,1.07,0.207,0.711,59.0,0.764,4.0,1300.0,1210.0,716.0,213.3,1.67,0.8,121.0,79.0,0.0
689,MXS BRAWKUSLEGS,#kels,https://tracker.gg/valorant/profile/riot/MXS%20BRAWKUSLEGS%23kels/overview,728,Immortal,360,152.6,1.19,0.241,0.5,26.0,0.769,30.0,849.0,713.0,366.0,226.4,1.7,0.8,63.0,38.0,0.0
690,FLY StarBound,#1111,https://tracker.gg/valorant/profile/riot/FLY%20StarBound%231111/overview,729,Immortal,360,149.1,1.16,0.196,0.419,39.0,0.74,18.0,1626.0,1396.0,422.0,223.6,1.47,0.8,189.0,83.0,1.0
691,Layzr,#pip,https://tracker.gg/valorant/profile/riot/Layzr%23pip/overview,730,Immortal,360,143.8,1.05,0.287,0.504,66.0,0.713,6.0,2145.0,2043.0,557.0,216.9,1.32,0.8,311.0,99.0,1.0
692,Grim,#main,https://tracker.gg/valorant/profile/riot/Grim%23main/overview,731,Immortal,359,135.7,0.96,0.311,0.494,133.0,0.713,-8.0,4132.0,4320.0,1588.0,205.8,1.32,0.7,624.0,184.0,5.0
693,HotSauce,#Hot,https://tracker.gg/valorant/profile/riot/HotSauce%23Hot/overview,732,Immortal,359,143.0,0.93,0.284,0.497,262.0,0.682,-10.0,8376.0,9011.0,2692.0,219.8,1.23,0.7,1848.0,342.0,24.0
694,FT COLBEE,#kay,https://tracker.gg/valorant/profile/riot/FT%20COLBEE%23kay/overview,733,Immortal,359,139.5,1.05,0.3279999999999999,0.521,85.0,0.728,4.0,2565.0,2449.0,949.0,208.3,1.43,0.7,267.0,99.0,3.0
695,CUW bart,#ENDLS,https://tracker.gg/valorant/profile/riot/CUW%20bart%23ENDLS/overview,734,Immortal,358,152.2,1.05,0.355,0.477,42.0,0.693,3.0,1540.0,1467.0,318.0,227.3,1.27,0.8,233.0,80.0,2.0
696,sacrifice,#3492,https://tracker.gg/valorant/profile/riot/sacrifice%233492/overview,735,Immortal,358,147.4,1.05,0.359,0.556,45.0,0.7,6.0,1327.0,1267.0,362.0,223.6,1.33,0.8,214.0,52.0,3.0
697,mellodiiy,#zenin,https://tracker.gg/valorant/profile/riot/mellodiiy%23zenin/overview,736,Immortal,358,124.0,0.85,0.214,0.446,45.0,0.698,-17.0,1327.0,1568.0,741.0,185.1,1.32,0.6,146.0,69.0,0.0
698,SOREX,#V X,https://tracker.gg/valorant/profile/riot/SOREX%23V%20X/overview,738,Immortal,358,169.2,1.32,0.321,0.502,112.0,0.743,33.0,4288.0,3250.0,856.0,253.8,1.58,0.9,564.0,166.0,8.0
699,Elegend101,#NAGG,https://tracker.gg/valorant/profile/riot/Elegend101%23NAGG/overview,739,Immortal,358,143.3,1.03,0.238,0.579,88.0,0.725,-5.0,2468.0,2392.0,891.0,219.7,1.4,0.8,310.0,126.0,5.0
700,FT Pocket Waifu,#Purrr,https://tracker.gg/valorant/profile/riot/FT%20Pocket%20Waifu%23Purrr/overview,740,Immortal,358,144.9,1.07,0.288,0.608,73.0,0.7190000000000001,5.0,1951.0,1830.0,722.0,221.0,1.46,0.8,226.0,89.0,5.0
