id,name,tag,url,rank,tier,ranked_rating,damage_per_round,kd_ratio,headshot_percent,win_percent,wins,kast,dd_per_round,kills,deaths,assists,acs,kad_ratio,kills_per_round,first_bloods,flawless_rounds,aces
110,Notexxd,#ela,https://tracker.gg/valorant/profile/riot/Notexxd%23ela/overview,117,Radiant,626,148.7,1.14,0.3389999999999999,0.546,77.0,0.735,14.0,2454.0,2145.0,974.0,228.5,1.6,0.8,285.0,114.0,4.0
111,FNS,#daddy,https://tracker.gg/valorant/profile/riot/FNS%23daddy/overview,118,Radiant,623,131.6,0.97,0.228,0.515,168.0,0.71,-5.0,4728.0,4859.0,1844.0,197.7,1.35,0.7,556.0,255.0,4.0
112,GaryDaSnail,#Dingl,https://tracker.gg/valorant/profile/riot/GaryDaSnail%23Dingl/overview,119,Radiant,623,140.7,1.08,0.347,0.513,100.0,0.7240000000000001,8.0,3145.0,2910.0,937.0,210.0,1.4,0.8,365.0,135.0,4.0
113,ttv roompatv,#smile,https://tracker.gg/valorant/profile/riot/ttv%20roompatv%23smile/overview,120,Radiant,621,141.1,1.06,0.326,0.495,99.0,0.7120000000000001,9.0,3225.0,3031.0,1053.0,214.7,1.41,0.8,442.0,137.0,8.0
114,symetrical,#iwnl,https://tracker.gg/valorant/profile/riot/symetrical%23iwnl/overview,121,Radiant,620,142.7,1.07,0.3389999999999999,0.479,104.0,0.72,6.0,3617.0,3365.0,979.0,216.4,1.37,0.8,483.0,161.0,5.0
115,UIC Zylo,#aim,https://tracker.gg/valorant/profile/riot/UIC%20Zylo%23aim/overview,122,Radiant,619,141.4,1.03,0.312,0.519,84.0,0.7240000000000001,6.0,2539.0,2467.0,1000.0,211.7,1.43,0.7,282.0,112.0,3.0
116,i need her,#Xeeti,https://tracker.gg/valorant/profile/riot/i%20need%20her%23Xeeti/overview,123,Radiant,619,147.3,1.06,0.287,0.479,113.0,0.713,11.0,3847.0,3633.0,1047.0,221.5,1.35,0.8,553.0,174.0,7.0
117,The Wukong God,#420,https://tracker.gg/valorant/profile/riot/The%20Wukong%20God%23420/overview,125,Radiant,616,165.3,1.09,0.221,0.518,58.0,0.718,21.0,2005.0,1833.0,440.0,249.0,1.33,0.9,380.0,95.0,5.0
118,Yuki,#emon,https://tracker.gg/valorant/profile/riot/Yuki%23emon/overview,126,Radiant,616,139.6,1.08,0.214,0.5660000000000001,112.0,0.7390000000000001,7.0,3052.0,2834.0,1089.0,207.7,1.46,0.7,381.0,162.0,2.0
119,opTED,#noot,https://tracker.gg/valorant/profile/riot/opTED%23noot/overview,127,Radiant,615,147.0,1.05,0.255,0.523,69.0,0.748,9.0,2089.0,1997.0,987.0,218.5,1.54,0.7,229.0,105.0,3.0
120,twitch Dixly,#LFT,https://tracker.gg/valorant/profile/riot/twitch%20Dixly%23LFT/overview,128,Radiant,613,149.4,1.04,0.293,0.486,193.0,0.7020000000000001,7.0,6590.0,6343.0,2084.0,225.4,1.37,0.8,1018.0,298.0,8.0
121,Piero,#GODLY,https://tracker.gg/valorant/profile/riot/Piero%23GODLY/overview,129,Radiant,612,163.0,1.22,0.332,0.575,77.0,0.7490000000000001,30.0,2377.0,1948.0,735.0,243.1,1.6,0.9,310.0,116.0,2.0
122,PowerPixele,#EXDE,https://tracker.gg/valorant/profile/riot/PowerPixele%23EXDE/overview,130,Radiant,610,153.7,1.26,0.262,0.578,67.0,0.7809999999999999,29.0,2006.0,1587.0,983.0,233.1,1.88,0.8,181.0,77.0,2.0
123,i need her,#lolxd,https://tracker.gg/valorant/profile/riot/i%20need%20her%23lolxd/overview,131,Radiant,610,129.4,0.96,0.258,0.521,75.0,0.695,1.0,2039.0,2131.0,727.0,190.0,1.3,0.7,273.0,110.0,4.0
124,IVC volk,#BCD,https://tracker.gg/valorant/profile/riot/IVC%20volk%23BCD/overview,132,Radiant,610,131.8,0.99,0.288,0.5589999999999999,62.0,0.742,6.0,1554.0,1575.0,870.0,194.0,1.54,0.7,139.0,104.0,4.0
125,payne,#alone,https://tracker.gg/valorant/profile/riot/payne%23alone/overview,133,Radiant,610,135.4,1.01,0.3829999999999999,0.529,101.0,0.71,0.0,2933.0,2898.0,987.0,204.5,1.35,0.7,369.0,167.0,4.0
126,twitch azrex,#000,https://tracker.gg/valorant/profile/riot/twitch%20azrex%23000/overview,134,Radiant,609,161.0,1.24,0.275,0.551,92.0,0.703,21.0,3243.0,2605.0,448.0,256.2,1.42,0.9,567.0,139.0,7.0
127,kvs,#cn1,https://tracker.gg/valorant/profile/riot/kvs%23cn1/overview,135,Radiant,608,151.1,1.25,0.3279999999999999,0.64,57.0,0.732,27.0,1530.0,1227.0,493.0,226.6,1.65,0.8,177.0,71.0,2.0
128,mikester,#wtp,https://tracker.gg/valorant/profile/riot/mikester%23wtp/overview,136,Radiant,606,147.9,1.13,0.307,0.6890000000000001,42.0,0.736,12.0,1003.0,884.0,272.0,222.6,1.44,0.8,156.0,48.0,4.0
129,SEN johnqt,#21MA,https://tracker.gg/valorant/profile/riot/SEN%20johnqt%2321MA/overview,137,Radiant,605,161.9,1.47,0.335,0.703,45.0,0.7859999999999999,43.0,1170.0,794.0,382.0,243.7,1.95,0.9,107.0,61.0,2.0
130,KRÃ mta,#nawi,https://tracker.gg/valorant/profile/riot/KR%C3%9C%20mta%23nawi/overview,138,Radiant,605,145.6,1.06,0.336,0.508,91.0,0.728,4.0,2940.0,2783.0,1063.0,222.7,1.44,0.8,398.0,130.0,4.0
131,benzi2,#333,https://tracker.gg/valorant/profile/riot/benzi2%23333/overview,139,Radiant,605,161.8,1.06,0.284,0.531,119.0,0.705,8.0,3967.0,3756.0,1000.0,247.1,1.32,0.8,989.0,161.0,7.0
132,zero,#zk5,https://tracker.gg/valorant/profile/riot/zero%23zk5/overview,140,Radiant,603,144.1,1.04,0.377,0.485,126.0,0.7,2.0,4296.0,4121.0,1271.0,218.5,1.35,0.8,634.0,167.0,9.0
133,dedmosVAL TTV,#333,https://tracker.gg/valorant/profile/riot/dedmosVAL%20TTV%23333/overview,141,Radiant,603,141.2,1.02,0.293,0.493,109.0,0.7090000000000001,2.0,3490.0,3419.0,975.0,210.5,1.31,0.7,465.0,174.0,5.0
134,ttv noahhval,#2006,https://tracker.gg/valorant/profile/riot/ttv%20noahhval%232006/overview,142,Radiant,602,162.7,1.19,0.368,0.6,96.0,0.72,19.0,2988.0,2511.0,712.0,248.4,1.47,0.9,439.0,122.0,9.0
135,IMT OneSnipe,#AVA,https://tracker.gg/valorant/profile/riot/IMT%20OneSnipe%23AVA/overview,143,Radiant,601,157.3,1.21,0.305,0.5489999999999999,45.0,0.7390000000000001,22.0,1444.0,1194.0,378.0,235.8,1.53,0.8,185.0,59.0,2.0
136,s0m,#katie,https://tracker.gg/valorant/profile/riot/s0m%23katie/overview,144,Radiant,601,162.7,1.24,0.28,0.5589999999999999,271.0,0.7390000000000001,21.0,9400.0,7551.0,2432.0,254.8,1.57,0.9,1586.0,379.0,26.0
137,LFT Will,#bang,https://tracker.gg/valorant/profile/riot/LFT%20Will%23bang/overview,145,Radiant,600,144.3,1.05,0.215,0.56,61.0,0.733,6.0,1830.0,1735.0,693.0,219.6,1.45,0.8,241.0,93.0,1.0
138,G2 trent,#habib,https://tracker.gg/valorant/profile/riot/G2%20trent%23habib/overview,146,Radiant,599,152.2,1.27,0.304,0.5579999999999999,58.0,0.755,28.0,1789.0,1410.0,633.0,235.0,1.72,0.8,179.0,87.0,4.0
139,Stop Hostaging,#ff5,https://tracker.gg/valorant/profile/riot/Stop%20Hostaging%23ff5/overview,147,Radiant,597,140.9,1.04,0.288,0.5760000000000001,98.0,0.718,6.0,2646.0,2552.0,841.0,207.7,1.37,0.7,312.0,126.0,4.0
140,flyquest Jerrwin,#YSL,https://tracker.gg/valorant/profile/riot/flyquest%20Jerrwin%23YSL/overview,148,Radiant,597,158.6,1.14,0.266,0.539,132.0,0.721,13.0,4474.0,3933.0,1186.0,244.1,1.44,0.9,737.0,197.0,8.0
141,RETA NagZ,#3D2Y,https://tracker.gg/valorant/profile/riot/RETA%20NagZ%233D2Y/overview,149,Radiant,596,153.6,1.31,0.291,0.575,69.0,0.746,36.0,2050.0,1564.0,537.0,227.6,1.65,0.8,228.0,98.0,3.0
142,Critical,#80085,https://tracker.gg/valorant/profile/riot/Critical%2380085/overview,150,Radiant,595,139.1,0.92,0.239,0.48,95.0,0.696,1.0,2816.0,3055.0,1172.0,205.1,1.31,0.7,429.0,123.0,4.0
143,100T bang,#0000,https://tracker.gg/valorant/profile/riot/100T%20bang%230000/overview,151,Radiant,595,172.6,1.36,0.381,0.5660000000000001,69.0,0.7609999999999999,41.0,2452.0,1800.0,787.0,262.7,1.8,0.9,312.0,111.0,3.0
144,TwitchCesarslol6,#mog,https://tracker.gg/valorant/profile/riot/TwitchCesarslol6%23mog/overview,152,Radiant,594,143.0,1.01,0.293,0.52,146.0,0.698,3.0,4493.0,4427.0,1256.0,215.2,1.3,0.8,818.0,232.0,8.0
145,Cohburg,#Benny,https://tracker.gg/valorant/profile/riot/Cohburg%23Benny/overview,154,Radiant,593,152.9,1.19,0.312,0.5479999999999999,46.0,0.746,21.0,1422.0,1193.0,439.0,231.3,1.56,0.8,174.0,65.0,2.0
146,kazumo,#iLL,https://tracker.gg/valorant/profile/riot/kazumo%23iLL/overview,155,Radiant,593,152.2,1.07,0.281,0.516,212.0,0.703,8.0,7228.0,6747.0,1795.0,231.5,1.34,0.8,1280.0,340.0,13.0
147,phreshlawlgoyea,#15500,https://tracker.gg/valorant/profile/riot/phreshlawlgoyea%2315500/overview,156,Radiant,593,143.3,1.05,0.249,0.524,55.0,0.7390000000000001,11.0,1600.0,1531.0,652.0,211.5,1.47,0.7,192.0,93.0,2.0
148,ROSE tokyodeuS,#AIMER,https://tracker.gg/valorant/profile/riot/ROSE%20tokyodeuS%23AIMER/overview,157,Radiant,592,147.2,1.11,0.362,0.534,47.0,0.7020000000000001,12.0,1453.0,1311.0,386.0,218.0,1.4,0.8,174.0,61.0,3.0
149,calm shondex,#vyx,https://tracker.gg/valorant/profile/riot/calm%20shondex%23vyx/overview,158,Radiant,592,150.7,1.14,0.349,0.5,75.0,0.742,15.0,2574.0,2261.0,741.0,225.3,1.47,0.8,310.0,119.0,2.0
150,Onitsua,#coach,https://tracker.gg/valorant/profile/riot/Onitsua%23coach/overview,159,Radiant,591,125.9,0.97,0.285,0.49,74.0,0.7440000000000001,-3.0,2121.0,2188.0,1117.0,190.7,1.48,0.7,172.0,98.0,0.0
151,Smoke,#jamon,https://tracker.gg/valorant/profile/riot/Smoke%23jamon/overview,160,Radiant,591,141.7,1.09,0.264,0.508,135.0,0.6990000000000001,6.0,4402.0,4056.0,1087.0,215.6,1.35,0.8,586.0,222.0,7.0
152,SR sarah,#arf,https://tracker.gg/valorant/profile/riot/SR%20sarah%23arf/overview,161,Radiant,590,149.0,1.07,0.354,0.456,89.0,0.732,10.0,3331.0,3101.0,1051.0,227.3,1.41,0.8,444.0,162.0,8.0
153,diceyzx,#Quan,https://tracker.gg/valorant/profile/riot/diceyzx%23Quan/overview,162,Radiant,590,153.1,1.12,0.326,0.4579999999999999,153.0,0.713,11.0,5896.0,5283.0,1278.0,229.6,1.36,0.8,754.0,224.0,11.0
154,C9 vanity,#XITER,https://tracker.gg/valorant/profile/riot/C9%20vanity%23XITER/overview,163,Radiant,589,132.0,0.98,0.245,0.522,47.0,0.713,-7.0,1368.0,1394.0,520.0,202.9,1.35,0.7,188.0,46.0,1.0
155,Blahst,#9660,https://tracker.gg/valorant/profile/riot/Blahst%239660/overview,164,Radiant,587,132.7,1.12,0.283,0.603,44.0,0.75,10.0,1081.0,968.0,490.0,200.5,1.62,0.7,95.0,59.0,0.0
156,toozy,#2005,https://tracker.gg/valorant/profile/riot/toozy%232005/overview,165,Radiant,587,145.7,1.21,0.259,0.662,47.0,0.773,21.0,1144.0,944.0,578.0,219.9,1.82,0.8,85.0,52.0,0.0
157,Cain,#8Yuzu,https://tracker.gg/valorant/profile/riot/Cain%238Yuzu/overview,166,Radiant,587,137.7,1.04,0.266,0.547,47.0,0.728,2.0,1350.0,1301.0,562.0,211.4,1.47,0.7,135.0,54.0,0.0
158,EG NaturE,#RAT,https://tracker.gg/valorant/profile/riot/EG%20NaturE%23RAT/overview,167,Radiant,584,166.2,1.2,0.284,0.578,59.0,0.738,27.0,1908.0,1586.0,671.0,251.4,1.63,0.9,291.0,91.0,1.0
159,prophet,#22222,https://tracker.gg/valorant/profile/riot/prophet%2322222/overview,168,Radiant,584,136.2,0.94,0.206,0.483,101.0,0.742,-1.0,2977.0,3160.0,1510.0,201.2,1.42,0.7,285.0,162.0,6.0
160,Merami,#777,https://tracker.gg/valorant/profile/riot/Merami%23777/overview,169,Radiant,583,153.9,1.05,0.257,0.479,67.0,0.727,9.0,2407.0,2289.0,612.0,230.5,1.32,0.8,377.0,115.0,1.0
161,shabingus,#yatpa,https://tracker.gg/valorant/profile/riot/shabingus%23yatpa/overview,170,Radiant,582,156.3,0.97,0.242,0.511,93.0,0.706,-1.0,2960.0,3036.0,973.0,235.7,1.3,0.8,734.0,111.0,5.0
162,buff akali pls,#pls,https://tracker.gg/valorant/profile/riot/buff%20akali%20pls%23pls/overview,171,Radiant,582,154.8,1.0,0.278,0.524,110.0,0.6990000000000001,6.0,3614.0,3611.0,1006.0,236.6,1.28,0.8,831.0,159.0,2.0
163,FS Virtyy,#503,https://tracker.gg/valorant/profile/riot/FS%20Virtyy%23503/overview,172,Radiant,577,159.4,1.12,0.296,0.519,126.0,0.7070000000000001,17.0,4353.0,3873.0,846.0,246.4,1.34,0.9,1014.0,181.0,16.0
164,EXL Mited,#dog,https://tracker.gg/valorant/profile/riot/EXL%20Mited%23dog/overview,173,Radiant,577,141.9,1.1,0.325,0.516,96.0,0.7240000000000001,14.0,3039.0,2756.0,948.0,211.7,1.45,0.8,357.0,158.0,3.0
165,Shawn7,#777,https://tracker.gg/valorant/profile/riot/Shawn7%23777/overview,174,Radiant,577,137.9,1.04,0.308,0.492,87.0,0.7190000000000001,1.0,2756.0,2652.0,855.0,206.0,1.36,0.7,275.0,112.0,3.0
166,heartless,#wam,https://tracker.gg/valorant/profile/riot/heartless%23wam/overview,175,Radiant,576,145.2,1.0,0.283,0.514,57.0,0.696,2.0,1810.0,1801.0,552.0,221.0,1.31,0.8,284.0,89.0,2.0
167,BIG TONKA T,#UTube,https://tracker.gg/valorant/profile/riot/BIG%20TONKA%20T%23UTube/overview,176,Radiant,574,137.7,1.05,0.308,0.5329999999999999,48.0,0.72,10.0,1349.0,1287.0,524.0,203.3,1.46,0.7,143.0,69.0,1.0
168,Isko,#1106,https://tracker.gg/valorant/profile/riot/Isko%231106/overview,177,Radiant,574,127.8,0.93,0.156,0.522,82.0,0.7170000000000001,-6.0,2120.0,2272.0,945.0,190.8,1.35,0.7,258.0,113.0,1.0
169,W demon V,#000,https://tracker.gg/valorant/profile/riot/W%20demon%20V%23000/overview,178,Radiant,573,128.5,0.98,0.24,0.526,120.0,0.687,-2.0,3296.0,3366.0,935.0,194.8,1.26,0.7,481.0,198.0,4.0
170,haram,#nwsha,https://tracker.gg/valorant/profile/riot/haram%23nwsha/overview,179,Radiant,572,164.8,1.21,0.345,0.542,103.0,0.738,33.0,3486.0,2879.0,1129.0,248.1,1.6,0.9,460.0,154.0,11.0
171,G2 ShahZaM,#joona,https://tracker.gg/valorant/profile/riot/G2%20ShahZaM%23joona/overview,180,Radiant,571,166.1,1.19,0.273,0.461,136.0,0.7190000000000001,28.0,5460.0,4584.0,1364.0,249.4,1.49,0.9,917.0,240.0,11.0
172,twitch wodahS,#5152,https://tracker.gg/valorant/profile/riot/twitch%20wodahS%235152/overview,181,Radiant,571,130.2,1.06,0.288,0.506,82.0,0.746,4.0,2378.0,2251.0,998.0,194.3,1.5,0.7,166.0,115.0,1.0
173,PF PuReLittleone,#yoruW,https://tracker.gg/valorant/profile/riot/PF%20PuReLittleone%23yoruW/overview,182,Radiant,569,142.4,1.02,0.231,0.603,41.0,0.71,10.0,1073.0,1049.0,297.0,212.6,1.31,0.7,156.0,69.0,1.0
174,chung,#hayls,https://tracker.gg/valorant/profile/riot/chung%23hayls/overview,183,Radiant,567,129.4,0.93,0.2239999999999999,0.4639999999999999,84.0,0.713,-9.0,2608.0,2810.0,1102.0,198.9,1.32,0.7,355.0,128.0,3.0
175,truckerlover42,#F150,https://tracker.gg/valorant/profile/riot/truckerlover42%23F150/overview,184,Radiant,567,153.6,1.07,0.255,0.565,52.0,0.7120000000000001,7.0,1554.0,1453.0,365.0,236.5,1.32,0.8,335.0,74.0,4.0
176,twitch kirokana,#anw,https://tracker.gg/valorant/profile/riot/twitch%20kirokana%23anw/overview,185,Radiant,564,150.1,1.06,0.242,0.474,155.0,0.698,7.0,5608.0,5266.0,1254.0,228.6,1.3,0.8,1091.0,258.0,8.0
177,kero,#sun,https://tracker.gg/valorant/profile/riot/kero%23sun/overview,186,Radiant,564,156.4,1.2,0.318,0.524,130.0,0.728,16.0,4690.0,3903.0,828.0,243.1,1.41,0.9,675.0,176.0,9.0
178,draystar,#andrÃ©,https://tracker.gg/valorant/profile/riot/draystar%23andr%C3%A9/overview,187,Radiant,562,130.3,1.06,0.246,0.473,62.0,0.769,12.0,1838.0,1733.0,990.0,194.1,1.63,0.7,114.0,96.0,1.0
179,BruceLeeVal,#Poop,https://tracker.gg/valorant/profile/riot/BruceLeeVal%23Poop/overview,188,Radiant,562,140.1,1.0,0.2019999999999999,0.518,103.0,0.727,-2.0,3134.0,3146.0,1317.0,218.2,1.41,0.7,541.0,147.0,2.0
180,voriac,#1love,https://tracker.gg/valorant/profile/riot/voriac%231love/overview,189,Radiant,561,145.9,1.16,0.249,0.57,53.0,0.774,23.0,1445.0,1251.0,734.0,217.8,1.74,0.7,121.0,69.0,0.0
181,Shanks,#NGO,https://tracker.gg/valorant/profile/riot/Shanks%23NGO/overview,190,Radiant,561,158.6,1.08,0.207,0.483,126.0,0.718,8.0,4634.0,4281.0,1192.0,242.7,1.36,0.8,852.0,193.0,5.0
182,trip,#SoaR,https://tracker.gg/valorant/profile/riot/trip%23SoaR/overview,191,Radiant,561,145.0,1.01,0.449,0.493,146.0,0.6859999999999999,-3.0,4866.0,4797.0,1132.0,221.5,1.25,0.8,895.0,221.0,13.0
183,Aipha,#Lego,https://tracker.gg/valorant/profile/riot/Aipha%23Lego/overview,192,Radiant,561,133.0,0.93,0.254,0.472,174.0,0.705,-9.0,5558.0,5985.0,2139.0,204.2,1.29,0.7,870.0,249.0,8.0
184,Codey,#NA1,https://tracker.gg/valorant/profile/riot/Codey%23NA1/overview,193,Radiant,561,162.4,1.14,0.281,0.489,163.0,0.716,21.0,6042.0,5313.0,1499.0,245.3,1.42,0.8,1008.0,258.0,7.0
185,TTV TrollGarcia,#yaya,https://tracker.gg/valorant/profile/riot/TTV%20TrollGarcia%23yaya/overview,194,Radiant,560,140.0,0.99,0.247,0.505,54.0,0.698,3.0,1628.0,1639.0,628.0,206.9,1.38,0.7,237.0,57.0,4.0
186,runi,#jess,https://tracker.gg/valorant/profile/riot/runi%23jess/overview,195,Radiant,558,142.7,1.08,0.3779999999999999,0.6,51.0,0.728,8.0,1405.0,1298.0,542.0,216.0,1.5,0.8,141.0,66.0,3.0
187,MR x Nate1,#maten,https://tracker.gg/valorant/profile/riot/MR%20x%20Nate1%23maten/overview,196,Radiant,558,149.3,1.03,0.325,0.512,82.0,0.6920000000000001,6.0,2706.0,2627.0,640.0,227.3,1.27,0.8,561.0,125.0,10.0
188,bm1,#bm1,https://tracker.gg/valorant/profile/riot/bm1%23bm1/overview,197,Radiant,558,152.9,1.18,0.294,0.648,59.0,0.73,14.0,1595.0,1353.0,516.0,232.3,1.56,0.8,258.0,85.0,3.0
189,dannyy,#hii,https://tracker.gg/valorant/profile/riot/dannyy%23hii/overview,198,Radiant,557,143.7,1.06,0.362,0.536,59.0,0.72,5.0,1741.0,1649.0,636.0,214.8,1.44,0.8,202.0,86.0,4.0
190,Ray Gun Mark II,#burst,https://tracker.gg/valorant/profile/riot/Ray%20Gun%20Mark%20II%23burst/overview,199,Radiant,557,142.1,0.96,0.151,0.494,121.0,0.6829999999999999,-11.0,4052.0,4239.0,1213.0,226.0,1.24,0.8,688.0,156.0,5.0
191,blueberry,#oper,https://tracker.gg/valorant/profile/riot/blueberry%23oper/overview,200,Radiant,557,135.9,1.08,0.1969999999999999,0.525,95.0,0.716,12.0,2802.0,2585.0,1034.0,205.0,1.48,0.7,350.0,183.0,4.0
192,831Demino831,#831,https://tracker.gg/valorant/profile/riot/831Demino831%23831/overview,201,Radiant,557,147.2,1.04,0.226,0.527,183.0,0.701,9.0,5655.0,5426.0,1707.0,220.3,1.36,0.8,788.0,252.0,6.0
193,DIMESZERA,#zzzzz,https://tracker.gg/valorant/profile/riot/DIMESZERA%23zzzzz/overview,202,Radiant,555,156.9,1.07,0.352,0.497,72.0,0.679,9.0,2583.0,2419.0,419.0,240.7,1.24,0.8,567.0,116.0,5.0
194,EXL jfoeN,#0000,https://tracker.gg/valorant/profile/riot/EXL%20jfoeN%230000/overview,203,Radiant,554,152.6,1.1,0.293,0.509,56.0,0.708,14.0,1922.0,1754.0,434.0,232.5,1.34,0.8,406.0,87.0,10.0
195,G2 neT,#zero,https://tracker.gg/valorant/profile/riot/G2%20neT%23zero/overview,204,Radiant,554,158.1,1.31,0.377,0.534,63.0,0.7340000000000001,29.0,2208.0,1682.0,524.0,243.2,1.62,0.9,242.0,109.0,4.0
196,RENZ,#MJ23,https://tracker.gg/valorant/profile/riot/RENZ%23MJ23/overview,205,Radiant,554,140.6,1.03,0.2739999999999999,0.53,106.0,0.731,8.0,3164.0,3065.0,1180.0,205.9,1.42,0.7,299.0,153.0,3.0
197,stunna,#2006,https://tracker.gg/valorant/profile/riot/stunna%232006/overview,206,Radiant,551,165.0,1.21,0.318,0.5920000000000001,45.0,0.728,26.0,1390.0,1149.0,320.0,252.2,1.49,0.9,209.0,69.0,3.0
198,gMd,#DADDY,https://tracker.gg/valorant/profile/riot/gMd%23DADDY/overview,207,Radiant,551,151.6,1.11,0.34,0.486,103.0,0.742,14.0,3592.0,3226.0,1435.0,230.6,1.56,0.8,333.0,150.0,9.0
199,twitch Ch4zz0,#Vyy,https://tracker.gg/valorant/profile/riot/twitch%20Ch4zz0%23Vyy/overview,208,Radiant,551,128.1,1.0,0.296,0.504,59.0,0.7020000000000001,1.0,1675.0,1669.0,433.0,191.4,1.26,0.7,157.0,86.0,2.0
200,Awkua,#000,https://tracker.gg/valorant/profile/riot/Awkua%23000/overview,209,Radiant,551,143.2,1.02,0.313,0.493,73.0,0.696,1.0,2440.0,2390.0,657.0,220.0,1.3,0.8,419.0,112.0,7.0
201,G2 leaf,#X1TER,https://tracker.gg/valorant/profile/riot/G2%20leaf%23X1TER/overview,210,Radiant,550,172.5,1.31,0.293,0.629,44.0,0.72,36.0,1358.0,1037.0,339.0,264.1,1.64,0.9,237.0,66.0,4.0
202,jangler,#HEAVY,https://tracker.gg/valorant/profile/riot/jangler%23HEAVY/overview,211,Radiant,549,133.6,1.1,0.283,0.5479999999999999,51.0,0.7659999999999999,4.0,1455.0,1325.0,693.0,205.4,1.62,0.7,72.0,69.0,3.0
203,reddi,#505,https://tracker.gg/valorant/profile/riot/reddi%23505/overview,212,Radiant,549,133.5,0.99,0.336,0.467,184.0,0.6890000000000001,-6.0,6082.0,6172.0,1533.0,202.9,1.23,0.7,894.0,299.0,11.0
204,mikeE,#wtp,https://tracker.gg/valorant/profile/riot/mikeE%23wtp/overview,213,Radiant,547,167.7,1.27,0.35,0.625,40.0,0.748,34.0,1210.0,950.0,315.0,253.9,1.61,0.9,173.0,61.0,5.0
205,KIMCHI,#JIZEL,https://tracker.gg/valorant/profile/riot/KIMCHI%23JIZEL/overview,214,Radiant,547,140.1,1.1,0.306,0.4479999999999999,65.0,0.741,8.0,2374.0,2162.0,906.0,218.0,1.52,0.8,254.0,120.0,4.0
206,austifrosti,#1146,https://tracker.gg/valorant/profile/riot/austifrosti%231146/overview,215,Radiant,547,157.1,1.2,0.183,0.551,65.0,0.77,23.0,2071.0,1728.0,825.0,240.5,1.68,0.8,257.0,102.0,1.0
207,EXL Theory,#1524,https://tracker.gg/valorant/profile/riot/EXL%20Theory%231524/overview,216,Radiant,547,142.0,1.13,0.374,0.5589999999999999,52.0,0.7140000000000001,15.0,1481.0,1309.0,464.0,211.2,1.49,0.8,184.0,76.0,0.0
208,TTV CRUNCH,#VAL,https://tracker.gg/valorant/profile/riot/TTV%20CRUNCH%23VAL/overview,217,Radiant,546,154.1,1.09,0.3389999999999999,0.4589999999999999,196.0,0.706,11.0,7430.0,6796.0,1597.0,234.2,1.33,0.8,1361.0,307.0,17.0
209,affect,#935,https://tracker.gg/valorant/profile/riot/affect%23935/overview,218,Radiant,545,138.9,0.97,0.236,0.517,178.0,0.7120000000000001,-2.0,5290.0,5428.0,1941.0,211.9,1.33,0.7,857.0,274.0,12.0
210,EG supamen,#612,https://tracker.gg/valorant/profile/riot/EG%20supamen%23612/overview,220,Radiant,544,148.1,1.19,0.368,0.526,51.0,0.759,21.0,1619.0,1362.0,662.0,226.4,1.67,0.8,168.0,72.0,5.0
211,lolxd333,#1337,https://tracker.gg/valorant/profile/riot/lolxd333%231337/overview,221,Radiant,542,165.7,1.35,0.3,0.581,43.0,0.775,34.0,1459.0,1078.0,384.0,257.0,1.71,0.9,194.0,69.0,0.0
212,Shadowz,#DownB,https://tracker.gg/valorant/profile/riot/Shadowz%23DownB/overview,222,Radiant,542,140.2,1.03,0.312,0.465,86.0,0.7240000000000001,3.0,2906.0,2833.0,973.0,209.7,1.37,0.7,349.0,128.0,6.0
213,Moutai,#lona,https://tracker.gg/valorant/profile/riot/Moutai%23lona/overview,223,Radiant,542,151.7,1.06,0.28,0.573,55.0,0.72,8.0,1617.0,1523.0,515.0,227.7,1.4,0.8,253.0,57.0,1.0
214,strongtallguy62,#225,https://tracker.gg/valorant/profile/riot/strongtallguy62%23225/overview,224,Radiant,541,133.7,0.94,0.195,0.514,76.0,0.7170000000000001,-7.0,2167.0,2301.0,667.0,203.0,1.23,0.7,383.0,113.0,2.0
215,Kemo,#thera,https://tracker.gg/valorant/profile/riot/Kemo%23thera/overview,225,Radiant,541,137.6,0.99,0.307,0.474,64.0,0.68,-6.0,2098.0,2126.0,544.0,208.3,1.24,0.7,293.0,94.0,4.0
216,gamer,#2xC,https://tracker.gg/valorant/profile/riot/gamer%232xC/overview,226,Radiant,540,131.3,0.96,0.179,0.4639999999999999,84.0,0.718,-9.0,2663.0,2782.0,1044.0,202.9,1.33,0.7,375.0,134.0,2.0
217,babybaby,#bay,https://tracker.gg/valorant/profile/riot/babybaby%23bay/overview,227,Radiant,539,163.3,1.14,0.242,0.493,67.0,0.738,24.0,2465.0,2163.0,793.0,245.0,1.51,0.8,425.0,109.0,4.0
218,lucky,#hater,https://tracker.gg/valorant/profile/riot/lucky%23hater/overview,228,Radiant,539,146.2,1.08,0.359,0.4639999999999999,70.0,0.716,8.0,2544.0,2356.0,683.0,220.7,1.37,0.8,300.0,99.0,10.0
219,Userz,#9568,https://tracker.gg/valorant/profile/riot/Userz%239568/overview,230,Radiant,539,150.5,1.0,0.268,0.5429999999999999,228.0,0.6970000000000001,2.0,6951.0,6938.0,2075.0,227.0,1.3,0.8,1281.0,297.0,14.0
220,GloriousMinds502,#CMSA,https://tracker.gg/valorant/profile/riot/GloriousMinds502%23CMSA/overview,231,Radiant,538,134.6,0.95,0.24,0.55,93.0,0.7170000000000001,-3.0,2500.0,2638.0,1069.0,201.7,1.35,0.7,356.0,123.0,2.0
